S_UNNR	N_LFDNR	S_VORSILBE	S_NAME	S_SPEZIFIKATION	S_KLASSE	S_KLASSIFIZIERUNGSCODE	S_VP_GRUPPE	S_KENN1	S_KENN2	S_KENN3	S_KENN4	S_SV1	S_SV2	S_SV3	S_SV4	S_SV5	S_SV6	S_SV7	S_SV8	S_SV9	SV_10	SV_11	S_BEGRENZTE_MENGEN	S_FREIGEST_MENGEN	S_VERPACKUNGSANW1	S_VERPACKUNGSANW2	S_VERPACKUNGSANW3	S_VERPACKUNGSANW4	S_VERPACKUNGSANW5	S_VERPACKUNGSANW6	S_VERPACKUNGSANW7	S_VERPACKUNGSANW8	S_VERPACKUNGSANW9	S_SV_VP1	S_SV_VP2	S_SV_VP3	S_SV_VP4	S_SV_VP5	S_ZUSAMMENPACKUNG1	S_ZUSAMMENPACKUNG2	S_UN_TANK1	S_UN_TANK2	S_UN_TANK3	S_UN_TANK4	S_SV_UNTANK1	S_SV_UNTANK2	S_SV_UNTANK3	S_SV_UNTANK4	S_TANK_CODE1	S_TANK_CODE2	S_SV_TANK1	S_SV_TANK2	S_SV_TANK3	S_SV_TANK4	S_SV_TANK5	S_SV_TANK6	S_SV_TANK7	S_SV_TANK8	S_TANKFAHRZEUG	S_BEFOERDERUNGSKATEGORIE	S_TUNNEL_CODE	S_SV_VERSANDSTUECKE1	S_SV_VERSANDSTUECKE2	S_SV_VERSANDSTUECKE3	S_SV_LOSE_SCHUETTUNG1	S_SV_LOSE_SCHUETTUNG2	S_SV_LOSE_SCHUETTUNG3	S_SV_LOSE_SCHUETTUNG4	S_SV_LOSE_SCHUETTUNG5	S_SV_HANDHABUNG1	S_SV_HANDHABUNG2	S_SV_HANDHABUNG3	S_SV_HANDHABUNG4	S_SV_HANDHABUNG5	S_BETRIEB1	S_BETRIEB2	S_BETRIEB3	S_BETRIEB4	S_GEFAHRNR	S_VORSILBE_E	S_NAME_E	S_SPEZIFIKATION_E	S_VORSILBE_FR	S_NAME_FR	S_SPEZIFIKATION_FR	S_BEMERKUNG	N_MULTIPLIKATOR	N_ERGAENZ_TECH	S_VERTRAEGL_GR	N_VERBOT	N_UNNR	N_SICHERUNG	S_MENGE_SICHERUNG_TANK	S_MENGE_SICHERUNG_LS	S_MENGE_SICHERUNG_VP	S_KENNZ_N
1976	1		OCTAFLUORCYCLOBUTAN		2	2A		2.2				662											120 ml	E1	P200														MP9		T50	(M)							PxBN(M)		TA4	TT9							AT	3	C/E									CV9	CV10	CV36							20		OCTAFLUOROCYCLOBUTANE			OCTAFLUOROCYCLOBUTANE			1	0		1	1976	0				
1976	2		GAS ALS KÄLTEMITTEL RC 318		2	2A		2.2				662											120 ml	E1	P200														MP9		T50	(M)							PxBN(M)		TA4	TT9							AT	3	C/E									CV9	CV10	CV36							20		REFRIGERANT GAS RC 318			GAZ RÉFRIGÉRANT RC 318			1	0		1	1976	0				
1977	1		STICKSTOFF, TIEFGEKÜHLT, FLÜSSIG		2	3A		2.2				345	346	593									120 ml	E1	P203														MP9		T75				TP5				RxBN		TU19	TA4	TT9						AT	3	C/E	V5								CV9	CV11	CV36			S20				22		NITROGEN, REFRIGERATED LIQUID			AZOTE LIQUIDE RÉFRIGÉRÉ			1	0		1	1977	0				
1978	1		PROPAN		2	2F		2.1				392	652	657	662	674							0	E0	P200														MP9		T50	(M)							PxBN(M)		TA4	TT9	TT11						FL	2	B/D									CV9	CV10	CV36			S2	S20			23		PROPANE			PROPANE			3	0		1	1978	1	3000	a)	b)	-
1982	1		TETRAFLUORMETHAN		2	2A		2.2				662											120 ml	E1	P200														MP9		(M)								PxBN(M)		TA4	TT9							AT	3	C/E									CV9	CV10	CV36							20		TETRAFLUOROMETHANE			TÉTRAFLUOROMÉTHANE			1	0		1	1982	0				
1982	2		GAS ALS KÄLTEMITTEL R 14		2	2A		2.2				662											120 ml	E1	P200														MP9		(M)								PxBN(M)		TA4	TT9							AT	3	C/E									CV9	CV10	CV36							20		REFRIGERANT GAS R 14			GAZ RÉFRIGÉRANT R 14			1	0		1	1982	0				
1983	1	1-	CHLOR-2,2,2-TRIFLUORETHAN		2	2A		2.2				662											120 ml	E1	P200														MP9		T50	(M)							PxBN(M)		TA4	TT9							AT	3	C/E									CV9	CV10	CV36							20	1-	CHLORO-2,2,2-TRIFLUOROETHANE			CHLORO-1 TRIFLUORO-2,2,2 ÉTHANE			1	0		1	1983	0				
1983	2		GAS ALS KÄLTEMITTEL R 133a		2	2A		2.2				662											120 ml	E1	P200														MP9		T50	(M)							PxBN(M)		TA4	TT9							AT	3	C/E									CV9	CV10	CV36							20		REFRIGERANT GAS R 133a			GAZ RÉFRIGÉRANT R 133a			1	0		1	1983	0				
1984	1		TRIFLUORMETHAN		2	2A		2.2				662											120 ml	E1	P200														MP9		(M)								PxBN(M)		TA4	TT9							AT	3	C/E									CV9	CV10	CV36							20		TRIFLUOROMETHANE			TRIFLUOROMÉTHANE			1	0		1	1984	0				
1984	2		GAS ALS KÄLTEMITTEL R 23		2	2A		2.2				662											120 ml	E1	P200														MP9		(M)								PxBN(M)		TA4	TT9							AT	3	C/E									CV9	CV10	CV36							20		REFRIGERANT GAS R 23			GAZ RÉFRIGÉRANT R 23			1	0		1	1984	0				
1986	1		ALKOHOLE, ENTZÜNDBAR, GIFTIG, N.A.G.		3	FT1	I	3	6.1			274											0	E0	P001														MP7	MP17	T14				TP2	TP27			L10CH		TU14	TU15	TE21						FL	1	C/E									CV13	CV28				S2	S22			336		ALCOHOLS, FLAMMABLE, TOXIC, N.O.S.			ALCOOLS INFLAMMABLES, TOXIQUES, N.S.A.			50	1		1	1986	1	3000	a)	b)	
1986	2		ALKOHOLE, ENTZÜNDBAR, GIFTIG, N.A.G.		3	FT1	II	3	6.1			274											1 L	E2	P001	IBC02													MP19		T11				TP2	TP27			L4BH		TU15								FL	2	D/E									CV13	CV28				S2	S22			336		ALCOHOLS, FLAMMABLE, TOXIC, N.O.S.			ALCOOLS INFLAMMABLES, TOXIQUES, N.S.A.			3	1		1	1986	1	3000	a)	b)	
1986	3		ALKOHOLE, ENTZÜNDBAR, GIFTIG, N.A.G.		3	FT1	III	3	6.1			274											5 L	E1	P001	IBC03	R001												MP19		T7				TP1	TP28			L4BH		TU15								FL	3	D/E	V12								CV13	CV28				S2				36		ALCOHOLS, FLAMMABLE, TOXIC, N.O.S.			ALCOOLS INFLAMMABLES, TOXIQUES, N.S.A.			1	1		1	1986	0				
1987	1		ALKOHOLE, N.A.G.	(Dampfdruck bei 50 °C größer als 110 kPa)	3	F1	II	3				274	601	640C									1 L	E2	P001														MP19		T7				TP1	TP8	TP28		L1,5BN										FL	2	D/E														S2	S20			33		ALCOHOLS, N.O.S.	(vapour pressure at 50 °C more than 110 kPa)		ALCOOLS, N.S.A.	(pression de vapeur à 50 °C supérieure à 110 kPa)		3	1		1	1987	1	3000	a)	b)	
1987	2		ALKOHOLE, N.A.G.	(Dampfdruck bei 50 °C höchstens 110 kPa)	3	F1	II	3				274	601	640D									1 L	E2	P001	IBC02	R001												MP19		T7				TP1	TP8	TP28		LGBF										FL	2	D/E														S2	S20			33		ALCOHOLS, N.O.S.	(vapour pressure at 50 °C not more than 110 kPa)		ALCOOLS, N.S.A.	(pression de vapeur à 50 °C inférieure ou égale à 110 kPa)		3	1		1	1987	1	3000	a)	b)	
1987	3		ALKOHOLE, N.A.G.		3	F1	III	3				274	601										5 L	E1	P001	IBC03	LP01	R001											MP19		T4				TP1	TP29			LGBF										FL	3	D/E	V12													S2				30		ALCOHOLS, N.O.S.			ALCOOLS, N.S.A.			1	1		1	1987	0				
1988	1		ALDEHYDE, ENTZÜNDBAR, GIFTIG, N.A.G.		3	FT1	I	3	6.1			274											0	E0	P001														MP7	MP17	T14				TP2	TP27			L10CH		TU14	TU15	TE21						FL	1	C/E									CV13	CV28				S2	S22			336		ALDEHYDES, FLAMMABLE, TOXIC, N.O.S.			ALDÉHYDES INFLAMMABLES, TOXIQUES, N.S.A.			50	1		1	1988	1	3000	a)	b)	
1988	2		ALDEHYDE, ENTZÜNDBAR, GIFTIG, N.A.G.		3	FT1	II	3	6.1			274											1 L	E2	P001	IBC02													MP19		T11				TP2	TP27			L4BH		TU15								FL	2	D/E									CV13	CV28				S2	S22			336		ALDEHYDES, FLAMMABLE, TOXIC, N.O.S.			ALDÉHYDES INFLAMMABLES, TOXIQUES, N.S.A.			3	1		1	1988	1	3000	a)	b)	
1988	3		ALDEHYDE, ENTZÜNDBAR, GIFTIG, N.A.G.		3	FT1	III	3	6.1			274											5 L	E1	P001	IBC03	R001												MP19		T7				TP1	TP28			L4BH		TU15								FL	3	D/E	V12								CV13	CV28				S2				36		ALDEHYDES, FLAMMABLE, TOXIC, N.O.S.			ALDÉHYDES INFLAMMABLES, TOXIQUES, N.S.A.			1	1		1	1988	0				
1989	1		ALDEHYDE, N.A.G.		3	F1	I	3				274											0	E3	P001														MP7	MP17	T11				TP1	TP27			L4BN										FL	1	D/E														S2	S20			33		ALDEHYDES, N.O.S.			ALDÉHYDES, N.S.A.			50	1		1	1989	1	3000	a)	b)	
1989	2		ALDEHYDE, N.A.G.	(Dampfdruck bei 50 °C größer als 110 kPa)	3	F1	II	3				274	640C										1 L	E2	P001														MP19		T7				TP1	TP8	TP28		L1,5BN										FL	2	D/E														S2	S20			33		ALDEHYDES, N.O.S.	(vapour pressure at 50 °C more than 110 kPa)		ALDÉHYDES, N.S.A.	(pression de vapeur à 50 °C supérieure à 110 kPa)		3	1		1	1989	1	3000	a)	b)	
1989	3		ALDEHYDE, N.A.G.	(Dampfdruck bei 50 °C höchstens 110 kPa)	3	F1	II	3				274	640D										1 L	E2	P001	IBC02	R001												MP19		T7				TP1	TP8	TP28		LGBF										FL	2	D/E														S2	S20			33		ALDEHYDES, N.O.S.	(vapour pressure at 50 °C not more than 110 kPa)		ALDÉHYDES, N.S.A.	(pression de vapeur à 50 °C inférieure ou égale à 110 kPa)		3	1		1	1989	1	3000	a)	b)	
1989	4		ALDEHYDE, N.A.G.		3	F1	III	3				274											5 L	E1	P001	IBC03	LP01	R001											MP19		T4				TP1	TP29			LGBF										FL	3	D/E	V12													S2				30		ALDEHYDES, N.O.S.			ALDÉHYDES, N.S.A.			1	1		1	1989	0				
1990	1		BENZALDEHYD		9	M11	III	9															5 L	E1	P001	IBC03	LP01	R001											MP15		T2				TP1				LGBV										AT	3	E	V12																	90		BENZALDEHYDE			BENZALDÉHYDE			1	0		1	1990	0				-
1991	1		CHLOROPREN, STABILISIERT		3	FT1	I	3	6.1			386	676										0	E0	P001														MP7	MP17	T14				TP2	TP6			L10CH		TU14	TU15	TE21						FL	1	C/E	V8								CV13	CV28				S2	S4	S22		336		CHLOROPRENE, STABILIZED			CHLOROPRÈNE STABILISÉ			50	0		1	1991	1	3000	a)	b)	-
1992	1		ENTZÜNDBARER FLÜSSIGER STOFF, GIFTIG, N.A.G.		3	FT1	I	3	6.1			274											0	E0	P001														MP7	MP17	T14				TP2	TP27			L10CH		TU14	TU15	TE21						FL	1	C/E									CV13	CV28				S2	S22			336		FLAMMABLE LIQUID, TOXIC, N.O.S.			LIQUIDE INFLAMMABLE, TOXIQUE, N.S.A.			50	1		1	1992	1	3000	a)	b)	
1992	2		ENTZÜNDBARER FLÜSSIGER STOFF, GIFTIG, N.A.G.		3	FT1	II	3	6.1			274											1 L	E2	P001	IBC02													MP19		T7				TP2				L4BH		TU15								FL	2	D/E									CV13	CV28				S2	S22			336		FLAMMABLE LIQUID, TOXIC, N.O.S.			LIQUIDE INFLAMMABLE, TOXIQUE, N.S.A.			3	1		1	1992	1	3000	a)	b)	
1992	3		ENTZÜNDBARER FLÜSSIGER STOFF, GIFTIG, N.A.G.		3	FT1	III	3	6.1			274											5 L	E1	P001	IBC03	R001												MP19		T7				TP1	TP28			L4BH		TU15								FL	3	D/E	V12								CV13	CV28				S2				36		FLAMMABLE LIQUID, TOXIC, N.O.S.			LIQUIDE INFLAMMABLE, TOXIQUE, N.S.A.			1	1		1	1992	0				
1993	1		ENTZÜNDBARER FLÜSSIGER STOFF, N.A.G.		3	F1	I	3				274											0	E3	P001														MP7	MP17	T11				TP1	TP27			L4BN										FL	1	D/E														S2	S20			33		FLAMMABLE LIQUID, N.O.S.			LIQUIDE INFLAMMABLE, N.S.A.			50	1		1	1993	1	3000	a)	b)	
1993	2		ENTZÜNDBARER FLÜSSIGER STOFF, N.A.G.	(Dampfdruck bei 50 °C größer als 110 kPa)	3	F1	II	3				274	601	640C									1 L	E2	P001														MP19		T7				TP1	TP8	TP28		L1,5BN										FL	2	D/E														S2	S20			33		FLAMMABLE LIQUID, N.O.S.	(vapour pressure at 50 °C more than 110 kPa)		LIQUIDE INFLAMMABLE, N.S.A.	(pression de vapeur à 50 °C supérieure à 110 kPa)		3	1		1	1993	1	3000	a)	b)	
1993	3		ENTZÜNDBARER FLÜSSIGER STOFF, N.A.G.	(Dampfdruck bei 50 °C höchstens 110 kPa)	3	F1	II	3				274	601	640D									1 L	E2	P001	IBC02	R001												MP19		T7				TP1	TP8	TP28		LGBF										FL	2	D/E														S2	S20			33		FLAMMABLE LIQUID, N.O.S.	(vapour pressure at 50 °C not more than 110 kPa)		LIQUIDE INFLAMMABLE, N.S.A.	(pression de vapeur à 50 °C inférieure ou égale à 110 kPa)		3	1		1	1993	1	3000	a)	b)	
1993	4		ENTZÜNDBARER FLÜSSIGER STOFF, N.A.G.		3	F1	III	3				274	601										5 L	E1	P001	IBC03	LP01	R001											MP19		T4				TP1	TP29			LGBF										FL	3	D/E	V12													S2				30		FLAMMABLE LIQUID, N.O.S.			LIQUIDE INFLAMMABLE, N.S.A.			1	1		1	1993	0				
1993	5		ENTZÜNDBARER FLÜSSIGER STOFF, N.A.G.	(mit einem Flammpunkt unter 23 °C und viskos gemäß 2.2.3.1.4) (Dampfdruck bei 50 °C größer als 110 kPa)	3	F1	III	3				274	601										5 L	E1	P001	R001													MP19																					3	E														S2						FLAMMABLE LIQUID, N.O.S.	(having a flash-point below 23 °C and viscous according to 2.2.3.1.4) (vapour pressure at 50 °C more than 110 kPa)		LIQUIDE INFLAMMABLE, N.S.A.	(ayant un point d'éclair inférieur à 23 °C et visqueux selon 2.2.3.1.4) (pression de vapeur à 50 °C supérieure à 110 kPa)		1	1		1	1993	0				
1993	6		ENTZÜNDBARER FLÜSSIGER STOFF, N.A.G.	(mit einem Flammpunkt unter 23 °C und viskos gemäß 2.2.3.1.4) (Dampfdruck bei 50 °C höchstens 110 kPa)	3	F1	III	3				274	601										5 L	E1	P001	IBC02	R001							BB4					MP19																					3	E														S2						FLAMMABLE LIQUID, N.O.S.	(having a flash-point below 23 °C and viscous according to 2.2.3.1.4) (vapour pressure at 50 °C not more than 110 kPa)		LIQUIDE INFLAMMABLE, N.S.A.	(ayant un point d'éclair inférieur à 23 °C et visqueux selon 2.2.3.1.4) (pression de vapeur à 50 °C inférieure ou égale à 110 kPa)		1	1		1	1993	0				
1994	1		EISENPENTACARBONYL		6.1	TF1	I	6.1	3			354											0	E0	P601														MP2		T22				TP2				L15CH		TU14	TU15	TU31	TE19	TE21	TM3			FL	1	C/D									CV1	CV13	CV28			S2	S9	S14		663		IRON PENTACARBONYL			FER PENTACARBONYLE			50	0		1	1994	1	0	a)	0	
1999	1		TEERE, FLÜSSIG	einschließlich Straßenöle und Cutback-Bitumen (Verschnittbitumen) (Dampfdruck bei 50 °C größer als 110 kPa)	3	F1	II	3				640C											5 L	E2	P001														MP19		T3				TP3	TP29			L1,5BN										FL	2	D/E														S2	S20			33		TARS, LIQUID	including road oils, and cutback bitumens (vapour pressure at 50 °C more than 110 kPa)		GOUDRONS LIQUIDES	y compris les liants routiers et les cut backs bitumineux (pression de vapeur à 50 °C supérieure à 110 kPa)		3	0		1	1999	1	3000	a)	b)	
1999	2		TEERE, FLÜSSIG	einschließlich Straßenöle und Cutback-Bitumen (Verschnittbitumen) (Dampfdruck bei 50 °C höchstens 110 kPa)	3	F1	II	3				640D											5 L	E2	P001	IBC02	R001												MP19		T3				TP3	TP29			LGBF										FL	2	D/E														S2	S20			33		TARS, LIQUID	including road oils, and cutback bitumens (vapour pressure at 50 °C not more than 110 kPa)		GOUDRONS LIQUIDES	y compris les liants routiers et les cut backs bitumineux (pression de vapeur à 50 °C inférieure ou égale à 110 kPa)		3	0		1	1999	1	3000	a)	b)	
1999	3		TEERE, FLÜSSIG	einschließlich Straßenöle und Cutback-Bitumen (Verschnittbitumen)	3	F1	III	3															5 L	E1	P001	IBC03	LP01	R001											MP19		T1				TP3				LGBF										FL	3	D/E	V12													S2				30		TARS, LIQUID	including road oils, and cutback bitumens		GOUDRONS LIQUIDES	y compris les liants routiers et les cut backs bitumineux		1	0		1	1999	0				
1999	4		TEERE, FLÜSSIG	einschließlich Straßenöle und Cutback-Bitumen (Verschnittbitumen) (mit einem Flammpunkt unter 23 °C und viskos gemäß 2.2.3.1.4) (Dampfdruck bei 50 °C größer als 110 kPa)	3	F1	III	3															5 L	E1	P001	R001													MP19																					3	E														S2						TARS, LIQUID	including road oils, and cutback bitumens (having a flash-point below 23 °C and viscous according to 2.2.3.1.4) (vapour pressure at 50 °C more than 110 kPa)		GOUDRONS LIQUIDES	y compris les liants routiers et les cut backs bitumineux (ayant un point d'éclair inférieur à 23 °C et visqueux selon 2.2.3.1.4) (pression de vapeur à 50 °C supérieure à 110 kPa)		1	0		1	1999	0				
1999	5		TEERE, FLÜSSIG	einschließlich Straßenöle und Cutback-Bitumen (Verschnittbitumen) (mit einem Flammpunkt unter 23 °C und viskos gemäß 2.2.3.1.4) (Dampfdruck bei 50 °C höchstens 110 kPa)	3	F1	III	3															5 L	E1	P001	IBC02	R001							BB4					MP19																					3	E														S2						TARS, LIQUID	including road oils, and cutback bitumens (having a flash-point below 23 °C and viscous according to 2.2.3.1.4) (vapour pressure at 50 °C not more than 110 kPa)		GOUDRONS LIQUIDES	y compris les liants routiers et les cut backs bitumineux (ayant un point d'éclair inférieur à 23 °C et visqueux selon 2.2.3.1.4) (pression de vapeur à 50 °C inférieure ou égale à 110 kPa)		1	0		1	1999	0				
2000	1		ZELLULOID	in Blöcken, Stangen, Platten, Rohren, usw. (ausgenommen Abfälle)	4.1	F1	III	4.1				383	502										5 kg	E1	P002	LP02	R001							PP7					MP11																					3	E																				CELLULOID	in block, rods, rolls, sheets, tubes, etc., except scrap		CELLULOÏD	en blocs, barres, rouleaux, feuilles, tubes, etc. (à l'exclusion des déchets)		1	0		1	2000	0				
2001	1		COBALTNAPHTHENAT-PULVER		4.1	F3	III	4.1															5 kg	E1	P002	IBC08	LP02	R001						B3					MP11		T1				TP33				SGAV										AT	3	E				VC1	VC2													40		COBALT NAPHTHENATES, POWDER			NAPHTÉNATES DE COBALT EN POUDRE			1	0		1	2001	0				
2002	1		ZELLULOID, ABFALL		4.2	S2	III	4.2				526	592										0	E0	P002	IBC08	LP02	R001						PP8	B3				MP14																					3	E	V1																			CELLULOID, SCRAP			DÉCHETS DE CELLULOÏD			1	0		1	2002	0				
2004	1		MAGNESIUMDIAMID		4.2	S4	II	4.2															0	E2	P410	IBC06													MP14		T3				TP33				SGAN										AT	2	D/E	V1																	40		MAGNESIUM DIAMIDE			DIAMIDEMAGNÉSIUM			3	0		1	2004	0				
2006	1		KUNSTSTOFFE AUF NITROCELLULOSEBASIS, SELBSTERHITZUNGSFÄHIG, N.A.G.		4.2	S2	III	4.2				274	528										0	E0	P002	R001													MP14																					3	E	V1																			PLASTICS, NITROCELLULOSE-BASED, SELF-HEATING, N.O.S.			MATIÈRES PLASTIQUES À BASE DE NITROCELLULOSE, AUTO-ÉCHAUFFANTES, N.S.A.			1	1		1	2006	0				
2008	1		ZIRKONIUM-PULVER, TROCKEN		4.2	S4	I	4.2				524	540										0	E0	P404														MP13		T21				TP7	TP33													AT	0	B/E	V1													S20				43		ZIRCONIUM POWDER, DRY			ZIRCONIUM EN POUDRE SEC				0		1	2008	1	3000	a)	b)	-
2008	2		ZIRKONIUM-PULVER, TROCKEN		4.2	S4	II	4.2				524	540										0	E2	P410	IBC06													MP14		T3				TP33				SGAN										AT	2	D/E	V1																	40		ZIRCONIUM POWDER, DRY			ZIRCONIUM EN POUDRE SEC			3	0		1	2008	0				-
2008	3		ZIRKONIUM-PULVER, TROCKEN		4.2	S4	III	4.2				524	540										0	E1	P002	IBC08	LP02	R001						B3					MP14		T1				TP33				SGAN										AT	3	E	V1			VC1	VC2	AP1												40		ZIRCONIUM POWDER, DRY			ZIRCONIUM EN POUDRE SEC			1	0		1	2008	0				-
2009	1		ZIRKONIUM, TROCKEN	Bleche, Streifen oder gerollter Draht (dünner als 18 µm)	4.2	S4	III	4.2				524	592										0	E1	P002	LP02	R001												MP14																					3	E	V1			VC1	VC2	AP1												40		ZIRCONIUM, DRY	finished sheets, strip or coiled wire		ZIRCONIUM SEC	sous forme de feuilles, de bandes ou de fil		1	0		1	2009	0				-
2010	1		MAGNESIUMHYDRID		4.3	W2	I	4.3															0	E0	P403														MP2																					1	E	V1								CV23					S20						MAGNESIUM HYDRIDE			HYDRURE DE MAGNÉSIUM			50	0		1	2010	1	a)	a)	b)	
2011	1		MAGNESIUMPHOSPHID		4.3	WT2	I	4.3	6.1														0	E0	P403														MP2																					1	E	V1								CV23	CV28				S20						MAGNESIUM PHOSPHIDE			PHOSPHURE DE MAGNÉSIUM			50	0		1	2011	1	a)	a)	b)	+
2012	1		KALIUMPHOSPHID		4.3	WT2	I	4.3	6.1														0	E0	P403														MP2																					1	E	V1								CV23	CV28				S20						POTASSIUM PHOSPHIDE			PHOSPHURE DE POTASSIUM			50	0		1	2012	1	a)	a)	b)	
2013	1		STRONTIUMPHOSPHID		4.3	WT2	I	4.3	6.1														0	E0	P403														MP2																					1	E	V1								CV23	CV28				S20						STRONTIUM PHOSPHIDE			PHOSPHURE DE STRONTIUM			50	0		1	2013	1	a)	a)	b)	
2014	1		WASSERSTOFFPEROXID, WÄSSERIGE LÖSUNG	mit mindestens 20 %, aber höchstens 60 % Wasserstoffperoxid (Stabilisierung nach Bedarf)	5.1	OC1	II	5.1	8														1 L	E2	P504	IBC02								PP10	B5				MP15		T7				TP2	TP6	TP24		L4BV(+)		TU3	TC2	TE8	TE11	TT1				AT	2	E									CV24									58		HYDROGEN PEROXIDE, AQUEOUS SOLUTION	with not less than 20 % but not more than 60 % hydrogen peroxide (stabilized as necessary)		PEROXYDE D'HYDROGÈNE EN SOLUTION AQUEUSE	contenant au moins 20 % mais au maximum 60 % de peroxyde d'hydrogène (stabilisée selon les besoins)		3	0		1	2014	0				-
2015	1		WASSERSTOFFPEROXID, STABILISIERT		5.1	OC1	I	5.1	8			640N											0	E0	P501														MP2		T9				TP2	TP6	TP24		L4DV(+)		TU3	TU28	TC2	TE8	TE9	TT1			FL	1	B/E	V5								CV24					S20				559		HYDROGEN PEROXIDE, STABILIZED			PEROXYDE D'HYDROGÈNE STABILISÉ			50	0		1	2015	1	3000	a)	b)	-
2015	2		WASSERSTOFFPEROXID, WÄSSERIGE LÖSUNG, STABILISIERT	mit mehr als 70 % Wasserstoffperoxid	5.1	OC1	I	5.1	8			640N											0	E0	P501														MP2		T9				TP2	TP6	TP24		L4DV(+)		TU3	TU28	TC2	TE8	TE9	TT1			FL	1	B/E	V5								CV24					S20				559		HYDROGEN PEROXIDE, AQUEOUS SOLUTION, STABILIZED	with more than 70 % hydrogen peroxide		PEROXYDE D'HYDROGÈNE EN SOLUTION AQUEUSE STABILISÉE	contenant plus de 70 % de peroxyde d'hydrogène		50	0		1	2015	1	3000	a)	b)	-
2015	3		WASSERSTOFFPEROXID, WÄSSERIGE LÖSUNG, STABILISIERT	mit mehr als 60 %, aber höchstens 70 % Wasserstoffperoxid	5.1	OC1	I	5.1	8			640O											0	E0	P501														MP2		T9				TP2	TP6	TP24		L4BV(+)		TU3	TU28	TC2	TE7	TE8	TE9	TT1		FL	1	B/E	V5								CV24					S20				559		HYDROGEN PEROXIDE, AQUEOUS SOLUTION, STABILIZED	with more than 60 % hydrogen peroxide and not more than 70 % hydrogen peroxide		PEROXYDE D'HYDROGÈNE EN SOLUTION AQUEUSE STABILISÉE	contenant plus de 60 % de peroxyde d'hydrogène mais au maximum 70 % de peroxyde d'hydrogène		50	0		1	2015	1	3000	a)	b)	-
2016	1		MUNITION, GIFTIG, NICHT EXPLOSIV	ohne Zerleger oder Ausstoßladung, nicht scharf	6.1	T10		6.1															0	E0	P600														MP10																					2	E									CV13	CV28				S9	S19					AMMUNITION, TOXIC, NON-EXPLOSIVE	without burster or expelling charge, non-fuzed		MUNITIONS TOXIQUES NON EXPLOSIVES	sans charge de dispersion ni charge d'expulsion, non amorcées		3	0		1	2016	0				
2017	1		MUNITION, TRÄNENERZEUGEND, NICHT EXPLOSIV	ohne Zerleger oder Ausstoßladung, nicht scharf	6.1	TC5		6.1	8														0	E0	P600																																			2	E									CV13	CV28				S9	S19					AMMUNITION, TEAR-PRODUCING, NON-EXPLOSIVE	without burster or expelling charge, non-fuzed		MUNITIONS LACRYMOGÈNES NON EXPLOSIVES	sans charge de dispersion ni charge d'expulsion, non amorcées		3	0		1	2017	0				
2018	1		CHLORANILINE, FEST		6.1	T2	II	6.1															500 g	E4	P002	IBC08								B4					MP10		T3				TP33				SGAH	L4BH	TU15	TE19							AT	2	D/E	V11								CV13	CV28				S9	S19			60		CHLOROANILINES, SOLID			CHLORANILINES SOLIDES			3	0		1	2018	0				+
2019	1		CHLORANILINE, FLÜSSIG		6.1	T1	II	6.1															100 ml	E4	P001	IBC02													MP15		T7				TP2				L4BH		TU15	TE19							AT	2	D/E									CV13	CV28				S9	S19			60		CHLOROANILINES, LIQUID			CHLORANILINES LIQUIDES			3	0		1	2019	0				+
2020	1		CHLORPHENOLE, FEST		6.1	T2	III	6.1				205											5 kg	E1	P002	IBC08	LP02	R001						B3					MP10		T1				TP33				SGAH		TU15	TE19							AT	2	E				VC1	VC2	AP7			CV13	CV28				S9				60		CHLOROPHENOLS, SOLID			CHLOROPHÉNOLS SOLIDES			3	0		1	2020	0				E
2021	1		CHLORPHENOLE, FLÜSSIG		6.1	T1	III	6.1															5 L	E1	P001	IBC03	LP01	R001											MP19		T4				TP1				L4BH		TU15	TE19							AT	2	E	V12								CV13	CV28				S9				60		CHLOROPHENOLS, LIQUID			CHLOROPHÉNOLS LIQUIDES			3	0		1	2021	0				+
2022	1		CRESYLSÄURE		6.1	TC1	II	6.1	8														100 ml	E4	P001	IBC02													MP15		T7				TP2				L4BH		TU15	TE19							AT	2	D/E									CV13	CV28				S9	S19			68		CRESYLIC ACID			ACIDE CRÉSYLIQUE			3	0		1	2022	0				-
2023	1		EPICHLORHYDRIN		6.1	TF1	II	6.1	3			279											100 ml	E4	P001	IBC02													MP15		T7				TP2				L4BH		TU15	TE19							FL	2	D/E									CV13	CV28				S2	S9	S19		63		EPICHLOROHYDRIN			ÉPICHLORHYDRINE			3	0		1	2023	0				-
2024	1		QUECKSILBERVERBINDUNG, FLÜSSIG, N.A.G.		6.1	T4	I	6.1				43	274										0	E5	P001														MP8	MP17									L10CH		TU14	TU15	TE19	TE21					AT	1	C/E									CV1	CV13	CV28			S9	S14			66		MERCURY COMPOUND, LIQUID, N.O.S.			COMPOSÉ LIQUIDE DU MERCURE, N.S.A.			50	1		1	2024	1	0	a)	0	+
2024	2		QUECKSILBERVERBINDUNG, FLÜSSIG, N.A.G.		6.1	T4	II	6.1				43	274										100 ml	E4	P001	IBC02													MP15										L4BH		TU15	TE19							AT	2	D/E									CV13	CV28				S9	S19			60		MERCURY COMPOUND, LIQUID, N.O.S.			COMPOSÉ LIQUIDE DU MERCURE, N.S.A.			3	1		1	2024	0				+
